id,prefix,source_stamp,window_id,network,station,channel,start_time_utc,local_time,label,label_name,rule,label_method,event_id,rms,rms_band,band_ratio,kurtosis_band
AM_romig_traffic_2026-09-12__1036,AM_romig_traffic_2026-09-12,20260914_130342,1036,AM,R3130,EHZ,2026-09-12T10:33:59.995000Z,2026-09-12 02:33 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,214.2,187.7,0.768,0.57
AM_romig_traffic_2026-09-12__1053,AM_romig_traffic_2026-09-12,20260914_130342,1053,AM,R3130,EHZ,2026-09-12T10:50:59.995000Z,2026-09-12 02:50 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,203.9,177.7,0.76,0.08
AM_romig_traffic_2026-09-12__1062,AM_romig_traffic_2026-09-12,20260914_130342,1062,AM,R3130,EHZ,2026-09-12T10:59:59.995000Z,2026-09-12 02:59 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,240.4,219.7,0.835,2.87
AM_romig_traffic_2026-09-12__1083,AM_romig_traffic_2026-09-12,20260914_130342,1083,AM,R3130,EHZ,2026-09-12T11:20:59.995000Z,2026-09-12 03:20 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,225.2,201.0,0.797,0.46
AM_romig_traffic_2026-09-12__1085,AM_romig_traffic_2026-09-12,20260914_130342,1085,AM,R3130,EHZ,2026-09-12T11:22:59.995000Z,2026-09-12 03:22 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,317.4,285.0,0.806,14.03
AM_romig_traffic_2026-09-12__1112,AM_romig_traffic_2026-09-12,20260914_130342,1112,AM,R3130,EHZ,2026-09-12T11:52:59.995000Z,2026-09-12 03:52 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,297.0,262.9,0.784,1.48
AM_romig_traffic_2026-09-12__1125,AM_romig_traffic_2026-09-12,20260914_130342,1125,AM,R3130,EHZ,2026-09-12T12:05:59.995000Z,2026-09-12 04:05 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,231.8,192.8,0.692,0.22
AM_romig_traffic_2026-09-12__1129,AM_romig_traffic_2026-09-12,20260914_130342,1129,AM,R3130,EHZ,2026-09-12T12:09:59.995000Z,2026-09-12 04:09 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,237.1,205.1,0.748,0.38
AM_romig_traffic_2026-09-12__1131,AM_romig_traffic_2026-09-12,20260914_130342,1131,AM,R3130,EHZ,2026-09-12T12:11:59.995000Z,2026-09-12 04:11 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,309.8,290.3,0.878,3.81
AM_romig_traffic_2026-09-12__1139,AM_romig_traffic_2026-09-12,20260914_130342,1139,AM,R3130,EHZ,2026-09-12T12:19:59.995000Z,2026-09-12 04:19 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,276.2,243.0,0.774,1.27
AM_romig_traffic_2026-09-12__1160,AM_romig_traffic_2026-09-12,20260914_130342,1160,AM,R3130,EHZ,2026-09-12T12:40:59.995000Z,2026-09-12 04:40 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,234.0,210.5,0.809,2.38
AM_romig_traffic_2026-09-12__1162,AM_romig_traffic_2026-09-12,20260914_130342,1162,AM,R3130,EHZ,2026-09-12T12:42:59.995000Z,2026-09-12 04:42 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,276.2,247.4,0.802,0.41
AM_romig_traffic_2026-09-12__1171,AM_romig_traffic_2026-09-12,20260914_130342,1171,AM,R3130,EHZ,2026-09-12T12:51:59.995000Z,2026-09-12 04:51 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,227.8,203.6,0.799,1.12
AM_romig_traffic_2026-09-12__1177,AM_romig_traffic_2026-09-12,20260914_130342,1177,AM,R3130,EHZ,2026-09-12T12:57:59.995000Z,2026-09-12 04:57 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,222.6,181.5,0.665,0.08
AM_romig_traffic_2026-09-12__1247,AM_romig_traffic_2026-09-12,20260914_130342,1247,AM,R3130,EHZ,2026-09-12T16:10:59.995000Z,2026-09-12 08:10 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,565.7,533.5,0.889,29.21
AM_romig_traffic_2026-09-12__1287,AM_romig_traffic_2026-09-12,20260914_130342,1287,AM,R3130,EHZ,2026-09-12T16:50:59.995000Z,2026-09-12 08:50 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,522.7,473.4,0.82,3.6
AM_romig_traffic_2026-09-12__1440,AM_romig_traffic_2026-09-12,20260914_130342,1440,AM,R3130,EHZ,2026-09-12T19:29:59.995000Z,2026-09-12 11:29 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,526.8,454.2,0.743,1.32
AM_romig_traffic_2026-09-12__1466,AM_romig_traffic_2026-09-12,20260914_130342,1466,AM,R3130,EHZ,2026-09-12T19:55:59.995000Z,2026-09-12 11:55 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,614.0,569.7,0.861,2.54
AM_romig_traffic_2026-09-12__1475,AM_romig_traffic_2026-09-12,20260914_130342,1475,AM,R3130,EHZ,2026-09-12T20:13:00.005000Z,2026-09-12 12:13 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,658.6,623.4,0.896,5.95
AM_romig_traffic_2026-09-12__1531,AM_romig_traffic_2026-09-12,20260914_130342,1531,AM,R3130,EHZ,2026-09-12T21:09:00.005000Z,2026-09-12 13:09 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,570.3,518.2,0.825,1.91
AM_romig_traffic_2026-09-12__1536,AM_romig_traffic_2026-09-12,20260914_130342,1536,AM,R3130,EHZ,2026-09-12T21:14:00.005000Z,2026-09-12 13:14 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,588.1,545.0,0.859,4.44
AM_romig_traffic_2026-09-12__1577,AM_romig_traffic_2026-09-12,20260914_130342,1577,AM,R3130,EHZ,2026-09-12T21:55:00.005000Z,2026-09-12 13:55 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,596.8,547.1,0.84,1.12
AM_romig_traffic_2026-09-12__1580,AM_romig_traffic_2026-09-12,20260914_130342,1580,AM,R3130,EHZ,2026-09-12T21:58:00.005000Z,2026-09-12 13:58 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,555.1,505.9,0.831,3.77
AM_romig_traffic_2026-09-12__1677,AM_romig_traffic_2026-09-12,20260914_130342,1677,AM,R3130,EHZ,2026-09-12T23:35:00.005000Z,2026-09-12 15:35 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,753.9,687.5,0.832,14.27
AM_romig_traffic_2026-09-12__1691,AM_romig_traffic_2026-09-12,20260914_130342,1691,AM,R3130,EHZ,2026-09-12T23:49:00.005000Z,2026-09-12 15:49 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,660.8,623.1,0.889,8.24
AM_romig_traffic_2026-09-12__1707,AM_romig_traffic_2026-09-12,20260914_130342,1707,AM,R3130,EHZ,2026-09-13T00:05:00.005000Z,2026-09-12 16:05 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,700.3,649.0,0.859,3.23
AM_romig_traffic_2026-09-12__1754,AM_romig_traffic_2026-09-12,20260914_130342,1754,AM,R3130,EHZ,2026-09-13T00:52:00.005000Z,2026-09-12 16:52 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,686.8,563.5,0.673,1.71
AM_romig_traffic_2026-09-12__1789,AM_romig_traffic_2026-09-12,20260914_130342,1789,AM,R3130,EHZ,2026-09-13T01:30:00.005000Z,2026-09-12 17:30 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,586.8,545.0,0.863,13.95
AM_romig_traffic_2026-09-12__1795,AM_romig_traffic_2026-09-12,20260914_130342,1795,AM,R3130,EHZ,2026-09-13T01:36:00.005000Z,2026-09-12 17:36 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,672.1,595.5,0.785,1.36
AM_romig_traffic_2026-09-12__1824,AM_romig_traffic_2026-09-12,20260914_130342,1824,AM,R3130,EHZ,2026-09-13T02:05:00.005000Z,2026-09-12 18:05 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,624.8,582.1,0.868,6.48
AM_romig_traffic_2026-09-12__1829,AM_romig_traffic_2026-09-12,20260914_130342,1829,AM,R3130,EHZ,2026-09-13T02:10:00.005000Z,2026-09-12 18:10 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1298.4,1278.8,0.97,24.93
AM_romig_traffic_2026-09-12__1835,AM_romig_traffic_2026-09-12,20260914_130342,1835,AM,R3130,EHZ,2026-09-13T02:16:00.005000Z,2026-09-12 18:16 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,757.8,719.1,0.901,9.05
AM_romig_traffic_2026-09-12__1846,AM_romig_traffic_2026-09-12,20260914_130342,1846,AM,R3130,EHZ,2026-09-13T02:27:00.005000Z,2026-09-12 18:27 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,758.2,715.9,0.892,9.3
AM_romig_traffic_2026-09-12__1865,AM_romig_traffic_2026-09-12,20260914_130342,1865,AM,R3130,EHZ,2026-09-13T02:46:00.005000Z,2026-09-12 18:46 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,744.5,717.7,0.929,14.99
AM_romig_traffic_2026-09-12__957,AM_romig_traffic_2026-09-12,20260914_130342,957,AM,R3130,EHZ,2026-09-12T09:14:59.995000Z,2026-09-12 01:14 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,460.5,430.1,0.872,72.03
AM_romig_traffic_2026-09-12__979,AM_romig_traffic_2026-09-12,20260914_130342,979,AM,R3130,EHZ,2026-09-12T09:36:59.995000Z,2026-09-12 01:36 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,408.9,388.5,0.903,62.92
AM_romig_traffic_2026-09-12__980,AM_romig_traffic_2026-09-12,20260914_130342,980,AM,R3130,EHZ,2026-09-12T09:37:59.995000Z,2026-09-12 01:37 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,371.1,345.1,0.865,81.23
AM_romig_traffic_2026-09-12__993,AM_romig_traffic_2026-09-12,20260914_130342,993,AM,R3130,EHZ,2026-09-12T09:50:59.995000Z,2026-09-12 01:50 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,439.5,413.6,0.886,53.29
AM_romig_traffic_2026-09-12__999,AM_romig_traffic_2026-09-12,20260914_130342,999,AM,R3130,EHZ,2026-09-12T09:56:59.995000Z,2026-09-12 01:56 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,959.4,853.3,0.791,3.97
AM_romig_traffic_2026-09-12__1000,AM_romig_traffic_2026-09-12,20260914_130342,1000,AM,R3130,EHZ,2026-09-12T09:57:59.995000Z,2026-09-12 01:57 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,563.8,474.7,0.709,16.28
AM_romig_traffic_2026-09-12__1002,AM_romig_traffic_2026-09-12,20260914_130342,1002,AM,R3130,EHZ,2026-09-12T09:59:59.995000Z,2026-09-12 01:59 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,513.9,495.5,0.93,30.12
AM_romig_traffic_2026-09-12__1057,AM_romig_traffic_2026-09-12,20260914_130342,1057,AM,R3130,EHZ,2026-09-12T10:54:59.995000Z,2026-09-12 02:54 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,599.1,578.9,0.934,9.77
AM_romig_traffic_2026-09-12__1074,AM_romig_traffic_2026-09-12,20260914_130342,1074,AM,R3130,EHZ,2026-09-12T11:11:59.995000Z,2026-09-12 03:11 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,426.3,363.9,0.729,32.81
AM_romig_traffic_2026-09-12__1090,AM_romig_traffic_2026-09-12,20260914_130342,1090,AM,R3130,EHZ,2026-09-12T11:27:59.995000Z,2026-09-12 03:27 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,499.2,481.2,0.929,18.37
AM_romig_traffic_2026-09-12__1097,AM_romig_traffic_2026-09-12,20260914_130342,1097,AM,R3130,EHZ,2026-09-12T11:34:59.995000Z,2026-09-12 03:34 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,327.5,302.9,0.855,54.5
AM_romig_traffic_2026-09-12__1116,AM_romig_traffic_2026-09-12,20260914_130342,1116,AM,R3130,EHZ,2026-09-12T11:56:59.995000Z,2026-09-12 03:56 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,557.7,534.1,0.917,10.92
AM_romig_traffic_2026-09-12__1137,AM_romig_traffic_2026-09-12,20260914_130342,1137,AM,R3130,EHZ,2026-09-12T12:17:59.995000Z,2026-09-12 04:17 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,907.7,883.7,0.948,5.93
AM_romig_traffic_2026-09-12__1158,AM_romig_traffic_2026-09-12,20260914_130342,1158,AM,R3130,EHZ,2026-09-12T12:38:59.995000Z,2026-09-12 04:38 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,594.5,525.2,0.781,13.75
AK_train_full_2026-09-09__397,AK_train_full_2026-09-09,20260914_130547,397,AK,K222,HNZ,2026-09-09T15:13:00.000000Z,2026-09-09 07:13 Wed,4,Train,timetable search,"events:search900s,rms>=3x",coastal_classic_out_2026-09-09,299.3,273.4,0.835,7.59
AK_train_full_2026-09-09__540,AK_train_full_2026-09-09,20260914_130547,540,AK,K222,HNZ,2026-09-09T18:07:00.000000Z,2026-09-09 10:07 Wed,4,Train,timetable search,"events:search900s,rms>=3x",glacier_discovery_out_2026-09-09,216.9,193.9,0.799,7.79
AK_train_full_2026-09-09__541,AK_train_full_2026-09-09,20260914_130547,541,AK,K222,HNZ,2026-09-09T18:08:00.000000Z,2026-09-09 10:08 Wed,4,Train,timetable search,"events:search900s,rms>=3x",glacier_discovery_out_2026-09-09,90.4,82.6,0.836,10.69
AK_train_full_2026-09-09__542,AK_train_full_2026-09-09,20260914_130547,542,AK,K222,HNZ,2026-09-09T18:18:00.000000Z,2026-09-09 10:18 Wed,4,Train,timetable search,"events:search900s,rms>=3x",glacier_discovery_out_2026-09-09,228.7,210.0,0.843,7.84
AK_train_full_2026-09-09__543,AK_train_full_2026-09-09,20260914_130547,543,AK,K222,HNZ,2026-09-09T18:19:00.000000Z,2026-09-09 10:19 Wed,4,Train,timetable search,"events:search900s,rms>=3x",glacier_discovery_out_2026-09-09,91.4,79.4,0.755,35.49
AK_train_full_2026-09-09__1099,AK_train_full_2026-09-09,20260914_130547,1099,AK,K222,HNZ,2026-09-10T04:39:00.000000Z,2026-09-09 20:39 Wed,4,Train,timetable search,"events:search900s,rms>=3x",glacier_discovery_back_2026-09-09,243.7,226.5,0.864,8.92
AK_train_full_2026-09-09__1123,AK_train_full_2026-09-09,20260914_130547,1123,AK,K222,HNZ,2026-09-10T05:48:00.000000Z,2026-09-09 21:48 Wed,4,Train,timetable search,"events:search900s,rms>=3x",coastal_classic_back_2026-09-09,315.4,290.2,0.847,6.92
AK_train_full_2026-09-09__61,AK_train_full_2026-09-09,20260914_130547,61,AK,K222,HNZ,2026-09-09T09:04:00.000000Z,2026-09-09 01:04 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,4.6,4.2,0.828,6.62
AK_train_full_2026-09-09__137,AK_train_full_2026-09-09,20260914_130547,137,AK,K222,HNZ,2026-09-09T10:23:00.000000Z,2026-09-09 02:23 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,7.0,6.4,0.84,7.36
AK_train_full_2026-09-09__205,AK_train_full_2026-09-09,20260914_130547,205,AK,K222,HNZ,2026-09-09T11:39:00.000000Z,2026-09-09 03:39 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,11.2,10.5,0.887,3.48
AK_train_full_2026-09-09__246,AK_train_full_2026-09-09,20260914_130547,246,AK,K222,HNZ,2026-09-09T12:20:00.000000Z,2026-09-09 04:20 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,3.2,2.6,0.664,-0.23
AK_train_full_2026-09-09__259,AK_train_full_2026-09-09,20260914_130547,259,AK,K222,HNZ,2026-09-09T12:36:00.000000Z,2026-09-09 04:36 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,3.4,2.4,0.512,-0.5
AK_train_full_2026-09-09__360,AK_train_full_2026-09-09,20260914_130547,360,AK,K222,HNZ,2026-09-09T14:20:00.000000Z,2026-09-09 06:20 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,10.6,10.1,0.896,70.96
AK_train_full_2026-09-09__365,AK_train_full_2026-09-09,20260914_130547,365,AK,K222,HNZ,2026-09-09T14:28:00.000000Z,2026-09-09 06:28 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,18.8,17.9,0.913,11.14
AK_train_full_2026-09-09__403,AK_train_full_2026-09-09,20260914_130547,403,AK,K222,HNZ,2026-09-09T15:36:00.000000Z,2026-09-09 07:36 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,14.3,13.7,0.921,8.2
AK_train_full_2026-09-09__483,AK_train_full_2026-09-09,20260914_130547,483,AK,K222,HNZ,2026-09-09T17:00:00.000000Z,2026-09-09 09:00 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,16.9,16.6,0.967,3.49
AK_train_full_2026-09-09__576,AK_train_full_2026-09-09,20260914_130547,576,AK,K222,HNZ,2026-09-09T19:06:00.000000Z,2026-09-09 11:06 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,8.8,8.3,0.893,6.66
AK_train_full_2026-09-09__593,AK_train_full_2026-09-09,20260914_130547,593,AK,K222,HNZ,2026-09-09T19:23:00.000000Z,2026-09-09 11:23 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,19.9,18.7,0.885,7.67
AK_train_full_2026-09-09__730,AK_train_full_2026-09-09,20260914_130547,730,AK,K222,HNZ,2026-09-09T21:56:00.000000Z,2026-09-09 13:56 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,24.1,23.9,0.983,16.57
AK_train_full_2026-09-09__745,AK_train_full_2026-09-09,20260914_130547,745,AK,K222,HNZ,2026-09-09T22:14:00.000000Z,2026-09-09 14:14 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,17.4,16.7,0.925,2.19
AK_train_full_2026-09-09__754,AK_train_full_2026-09-09,20260914_130547,754,AK,K222,HNZ,2026-09-09T22:23:00.000000Z,2026-09-09 14:23 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,15.7,15.1,0.928,3.39
AK_train_full_2026-09-09__891,AK_train_full_2026-09-09,20260914_130547,891,AK,K222,HNZ,2026-09-10T00:50:00.000000Z,2026-09-09 16:50 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,19.3,18.8,0.957,3.35
AK_train_full_2026-09-09__919,AK_train_full_2026-09-09,20260914_130547,919,AK,K222,HNZ,2026-09-10T01:18:00.000000Z,2026-09-09 17:18 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,28.2,27.6,0.959,3.09
AK_train_full_2026-09-09__999,AK_train_full_2026-09-09,20260914_130547,999,AK,K222,HNZ,2026-09-10T02:44:00.000000Z,2026-09-09 18:44 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,15.2,14.7,0.933,3.48
AK_train_full_2026-09-09__1031,AK_train_full_2026-09-09,20260914_130547,1031,AK,K222,HNZ,2026-09-10T03:16:00.000000Z,2026-09-09 19:16 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,18.3,17.9,0.955,2.34
AK_train_full_2026-09-09__1121,AK_train_full_2026-09-09,20260914_130547,1121,AK,K222,HNZ,2026-09-10T05:28:00.000000Z,2026-09-09 21:28 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,15.5,15.1,0.945,5.3
AK_train_full_2026-09-09__1122,AK_train_full_2026-09-09,20260914_130547,1122,AK,K222,HNZ,2026-09-10T05:29:00.000000Z,2026-09-09 21:29 Wed,0,Noise,timetable search,events:arr_summer_2026.csv,,13.0,12.5,0.932,4.23
AK_train_full_2026-09-12__394,AK_train_full_2026-09-12,20260914_130559,394,AK,K222,HNZ,2026-09-12T15:06:00.000000Z,2026-09-12 07:06 Sat,4,Train,timetable search,"events:search900s,rms>=3x",coastal_classic_out_2026-09-12,72.6,64.4,0.788,27.26
AK_train_full_2026-09-12__395,AK_train_full_2026-09-12,20260914_130559,395,AK,K222,HNZ,2026-09-12T15:07:00.000000Z,2026-09-12 07:07 Sat,4,Train,timetable search,"events:search900s,rms>=3x",coastal_classic_out_2026-09-12,269.0,248.4,0.853,12.04
AK_train_full_2026-09-12__532,AK_train_full_2026-09-12,20260914_130559,532,AK,K222,HNZ,2026-09-12T18:03:00.000000Z,2026-09-12 10:03 Sat,4,Train,timetable search,"events:search900s,rms>=3x",glacier_discovery_out_2026-09-12,226.7,205.7,0.824,11.31
AK_train_full_2026-09-12__533,AK_train_full_2026-09-12,20260914_130559,533,AK,K222,HNZ,2026-09-12T18:04:00.000000Z,2026-09-12 10:04 Sat,4,Train,timetable search,"events:search900s,rms>=3x",glacier_discovery_out_2026-09-12,89.5,82.0,0.84,11.87
AK_train_full_2026-09-12__1098,AK_train_full_2026-09-12,20260914_130559,1098,AK,K222,HNZ,2026-09-13T04:40:00.000000Z,2026-09-12 20:40 Sat,4,Train,timetable search,"events:search900s,rms>=3x",glacier_discovery_back_2026-09-12,234.3,217.9,0.865,7.85
AK_train_full_2026-09-12__1125,AK_train_full_2026-09-12,20260914_130559,1125,AK,K222,HNZ,2026-09-13T05:46:00.000000Z,2026-09-12 21:46 Sat,4,Train,timetable search,"events:search900s,rms>=3x",coastal_classic_back_2026-09-12,299.5,280.7,0.879,5.69
AK_train_full_2026-09-12__3,AK_train_full_2026-09-12,20260914_130559,3,AK,K222,HNZ,2026-09-12T08:03:00.000000Z,2026-09-12 00:03 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,7.1,6.8,0.923,10.37
AK_train_full_2026-09-12__138,AK_train_full_2026-09-12,20260914_130559,138,AK,K222,HNZ,2026-09-12T10:27:00.000000Z,2026-09-12 02:27 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,3.4,2.9,0.727,4.22
AK_train_full_2026-09-12__366,AK_train_full_2026-09-12,20260914_130559,366,AK,K222,HNZ,2026-09-12T14:32:00.000000Z,2026-09-12 06:32 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,9.3,8.8,0.899,30.47
AK_train_full_2026-09-12__501,AK_train_full_2026-09-12,20260914_130559,501,AK,K222,HNZ,2026-09-12T17:22:00.000000Z,2026-09-12 09:22 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,9.9,9.5,0.921,4.63
AK_train_full_2026-09-12__647,AK_train_full_2026-09-12,20260914_130559,647,AK,K222,HNZ,2026-09-12T20:33:00.000000Z,2026-09-12 12:33 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,29.1,28.9,0.984,6.47
AK_train_full_2026-09-12__854,AK_train_full_2026-09-12,20260914_130559,854,AK,K222,HNZ,2026-09-13T00:09:00.000000Z,2026-09-12 16:09 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,10.3,10.1,0.949,4.17
AK_train_full_2026-09-12__855,AK_train_full_2026-09-12,20260914_130559,855,AK,K222,HNZ,2026-09-13T00:10:00.000000Z,2026-09-12 16:10 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,14.6,14.3,0.962,5.92
AK_train_full_2026-09-12__894,AK_train_full_2026-09-12,20260914_130559,894,AK,K222,HNZ,2026-09-13T00:53:00.000000Z,2026-09-12 16:53 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,18.4,18.1,0.966,14.86
AK_train_full_2026-09-12__913,AK_train_full_2026-09-12,20260914_130559,913,AK,K222,HNZ,2026-09-13T01:15:00.000000Z,2026-09-12 17:15 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,12.8,12.3,0.919,3.56
AK_train_full_2026-09-12__933,AK_train_full_2026-09-12,20260914_130559,933,AK,K222,HNZ,2026-09-13T01:37:00.000000Z,2026-09-12 17:37 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,12.1,11.8,0.945,2.64
AK_train_full_2026-09-12__987,AK_train_full_2026-09-12,20260914_130559,987,AK,K222,HNZ,2026-09-13T02:34:00.000000Z,2026-09-12 18:34 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,12.8,12.4,0.944,6.39
AK_train_full_2026-09-12__996,AK_train_full_2026-09-12,20260914_130559,996,AK,K222,HNZ,2026-09-13T02:43:00.000000Z,2026-09-12 18:43 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,11.9,11.6,0.954,7.32
AK_train_full_2026-09-12__1008,AK_train_full_2026-09-12,20260914_130559,1008,AK,K222,HNZ,2026-09-13T02:55:00.000000Z,2026-09-12 18:55 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,11.1,10.9,0.96,2.48
AK_train_full_2026-09-12__1030,AK_train_full_2026-09-12,20260914_130559,1030,AK,K222,HNZ,2026-09-13T03:17:00.000000Z,2026-09-12 19:17 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,17.0,16.7,0.967,19.98
AK_train_full_2026-09-12__1081,AK_train_full_2026-09-12,20260914_130559,1081,AK,K222,HNZ,2026-09-13T04:11:00.000000Z,2026-09-12 20:11 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,10.3,10.1,0.949,4.41
AK_train_full_2026-09-12__1095,AK_train_full_2026-09-12,20260914_130559,1095,AK,K222,HNZ,2026-09-13T04:27:00.000000Z,2026-09-12 20:27 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,17.8,16.7,0.883,5.22
AK_train_full_2026-09-12__1097,AK_train_full_2026-09-12,20260914_130559,1097,AK,K222,HNZ,2026-09-13T04:29:00.000000Z,2026-09-12 20:29 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,12.9,12.4,0.929,2.93
AK_train_full_2026-09-12__1122,AK_train_full_2026-09-12,20260914_130559,1122,AK,K222,HNZ,2026-09-13T05:27:00.000000Z,2026-09-12 21:27 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,12.4,12.0,0.946,7.31
AK_train_full_2026-09-12__1129,AK_train_full_2026-09-12,20260914_130559,1129,AK,K222,HNZ,2026-09-13T06:05:00.000000Z,2026-09-12 22:05 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,10.5,10.1,0.933,4.28
AK_train_full_2026-09-12__1134,AK_train_full_2026-09-12,20260914_130559,1134,AK,K222,HNZ,2026-09-13T06:10:00.000000Z,2026-09-12 22:10 Sat,0,Noise,timetable search,events:arr_summer_2026.csv,,14.0,13.8,0.962,3.76
